Id,couse name,high school name,shcool type,shift,graduation year,has a PC at home,share this PC with other people at home,Internet,previous experience of any computer language,worked or interned before the degree,company name,year started working,year stopped working,started other degree programmes,degree course,institution name,year started this degree,year stoped this degree,sex,age,civil status,have kids
1226,Engenharia Elétrica,INSTITUTO FEDERAL DO AMAZONAS,-1,full-time school,2013,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,24,single,0
1268,Matemática - Bacharelado,Escola Estadual Alice Salerno Gomes de Lima,0,morning shift,2014,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,23,single,0
1561,Engenharia de Produção,Escola Estadual Senador João Bosco Ramos de Lima,0,morning shift,2014,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,23,single,0
1985,Engenharia de Materiais,Escola Estadual Frei Sílvio Vagheggi,0,afternoon shift,2012,1,0,1,1,1,Moto Honda da Amazônia Ltda. ,2010,2012,0,n/a,n/a,n/a,n/a,0,23,single,0
2104,Engenharia de Materiais,DOM JOÃO DE SOUZA LIMA,0,afternoon shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
2125,Engenharia de Materiais,Dr. Isaac Sverner,0,afternoon shift,2014,1,0,1,0,1,UFAM,2014,2014,0,n/a,n/a,n/a,n/a,1,22,single,0
2535,Engenharia Elétrica,Escola Estadual Maria Calderaro,0,morning shift,2016,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
2809,Engenharia Elétrica,Luizinha Nascimento,0,afternoon shift,2015,1,0,1,0,1,distribuidora Ferguedes,2016,2017,1,engenharia eletrica,ulbra manaus,2016,2016,1,22,single,0
2810,Engenharia Elétrica,Escola Estadual Senador Joao Bosco Ramos de Lima,0,morning shift,2014,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,22,single,0
2811,Engenharia Elétrica,Colégio amazonense Dom pedro II,0,morning shift,2015,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,22,single,0
2829,Engenharia Elétrica,Escola Estadual Maria Amélia do Espírito Santo,1,morning shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
2879,Engenharia Elétrica,E.E. SEN. MANOEL SEVERIANO NUNES,0,morning shift,2011,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,26,single,0
2882,Engenharia Elétrica,IFAM,-1,full-time school,2017,1,0,0,1,1,P&G,2016,2017,0,n/a,n/a,n/a,n/a,0,20,single,0
2936,Física - Bacharelado,Instituto de Educação do Amazonas,0,full-time school,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
2960,Engenharia Elétrica,Fundação Nokia,-1,full-time school,2016,1,0,1,1,1,Amazonet,2017,0,0,n/a,n/a,n/a,n/a,1,20,single,0
3281,Ciência da Computação,CMPM2,0,morning shift,2017,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3467,Ciência da Computação,IFAM,-1,full-time school,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3645,Engenharia Elétrica,Maria Angelim,1,morning shift,2016,1,1,1,1,0,n/a,n/a,n/a,1,engenharia de alimentos,UFAM,2017,2018,1,20,single,0
3651,Engenharia Elétrica,Colegio Militar da Policia Militar,0,morning shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,18,single,0
3652,Engenharia Elétrica,PENSI,1,full-time school,2015,1,0,1,1,0,n/a,n/a,n/a,1,Eng de Produção,UEA,2016,0,1,21,single,0
3655,Ciência da Computação,cmpm2,0,morning shift,2018,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3656,Engenharia Elétrica,Colégio Militar da Polícia Militar,0,morning shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,1
3689,Engenharia Elétrica,WALDOCKE FRICKE DE LIRA,0,morning shift,2003,1,0,0,1,1,RM TELECOM,2011,2013,1,PROCESSAMENTOS DE DADOS,UNINORTE,2008,2008,1,35,single,0
3691,Engenharia Elétrica,Fundação Matias Machline,-1,full-time school,2017,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3692,Engenharia Elétrica,FUCAPI,1,full-time school,2018,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3693,Engenharia Elétrica,Escola Estadual Inspetora Dulcinéia Varela Moura,0,morning shift,2017,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3694,Engenharia Elétrica,Escola Estadual Professor Ruy Alencar,0,morning shift,2018,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,2,single,0
3695,Engenharia Elétrica,Colégio Amazonense Dom Pedro 2,0,full-time school,2016,1,0,1,0,1,Makro S/A,2015,2016,0,n/a,n/a,n/a,n/a,1,21,single,0
3696,Engenharia Elétrica,adalberto valle,1,morning shift,2018,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3697,Engenharia Elétrica,iFAM- Distrito Industrial,-1,full-time school,2017,1,0,1,1,1,Sony- Brasil,2017,2017,0,n/a,n/a,n/a,n/a,0,19,single,0
3698,Engenharia Elétrica,Escola Estadual Áurea Pinheiro Braga - IV CMPM,0,morning shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3699,Engenharia Elétrica,INSTITUTO FEDERAL DO AMAZONAS - IFAM - CAMPUS MANAUS DISTRITO INDUSTRIAL,0,full-time school,2016,1,0,1,1,1,SONY,2017,2017,0,n/a,n/a,n/a,n/a,1,20,single,0
3700,Física - Licenciatura,Escola Estadual Roderick de Castelo Branco,0,morning shift,2014,1,0,1,0,1,Componel Indústria e Comercio LTDA,2017,2018,1,Licenciatura em Música,-1,2015,2017,1,21,single,0
3701,Engenharia Elétrica,C.E.T.I Áurea Pinheiro Braga,0,full-time school,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3702,Engenharia Elétrica,Colégio Militar de Manaus,0,morning shift,2014,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,22,single,0
3703,Engenharia Elétrica,Fudação Nokia,-1,full-time school,2017,1,1,1,1,1,Fundação Nokia,2017,0,0,n/a,n/a,n/a,n/a,0,20,single,0
3705,Engenharia Elétrica,escola estadual ruy araujo,0,morning shift,2017,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,19,single,0
3706,Ciência da Computação,Fundação Matias Machline,-1,full-time school,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3707,Engenharia Elétrica,Fundação Nokia de Ensino ,-1,full-time school,2017,1,0,1,1,1,SAF,2018,2018,0,n/a,n/a,n/a,n/a,1,20,single,0
3708,Engenharia Elétrica,"Instituto Federeal de Educação, Ciênica e Tecnologia do Amazonas- CMDI",-1,full-time school,2016,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3709,Engenharia Elétrica,Antenor Sarmento Pessoa,0,full-time school,2017,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3718,Engenharia Elétrica,Evandro Das Neves Carreira,0,morning shift,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,19,single,0
3719,Ciência da Computação,Antônia vale,1,morning shift,2002,1,0,1,1,0,n/a,n/a,n/a,1,licenciatura em Filosofia,faculdade Batista brasileira,2014,2017,1,36,married,1
3755,Ciência da Computação,Laviniense Ensino Integrado,1,full-time school,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3756,Engenharia Elétrica,Aldeia do conhecimento profª Ruth Prestes,0,morning shift,2015,1,0,1,0,1,ufam,2015,2015,1,física,ufam,2016,2017,1,21,single,0
3776,Engenharia Elétrica,Fundação Matias Machline,-1,full-time school,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3778,Engenharia Elétrica,Fundação Matias Machline,-1,full-time school,2017,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3782,Engenharia Elétrica,Colégio Militar da Polícia Militar,0,morning shift,2017,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3783,Engenharia Elétrica,estadual senador evandro das neves carrera,0,morning shift,2018,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3784,Engenharia Elétrica,Escola Estadual Dr. Isaac Sverner,0,afternoon shift,2013,1,0,1,1,1,Censipam,2016,2016,0,n/a,n/a,n/a,n/a,1,23,single,0
3808,Engenharia Elétrica,Centro Educacional Adalberto Valle,1,morning shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,1,single,0
3810,Engenharia Elétrica,Instituto Federal de Rondônia - IFRO,-1,morning shift,2015,1,0,1,1,1,Engeral,2014,2015,1,Engenharia Mecânica,UFAM,2015,2018,1,23,single,0
3811,Ciência da Computação,Colégio Poliedro,1,afternoon shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3821,Ciência da Computação,ESCOLA ESTADUAL PROFESSOR MAURICIO HAMOY,0,morning shift,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,1,single,0
3826,Engenharia Elétrica,escola estadual maria amelia do espirito santo,-1,full-time school,2017,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3856,Ciência da Computação,Escola Estadual,0,afternoon shift,2017,1,0,1,1,0,n/a,n/a,n/a,1,Engenharia de pesca,Ufam,2016,2016,1,20,single,0
3874,Engenharia Elétrica,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
1198,Física - Bacharelado,Benjamin magalhães Brandao,0,afternoon shift,2011,1,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,27,single,0
1860,Ciência da Computação,La Salle,1,morning shift,2014,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,22,single,0
2012,Física - Licenciatura,Ifam,-1,night shift,2005,0,0,0,0,1,Susam,2007,0,0,n/a,n/a,n/a,n/a,1,46,single,1
2014,Física - Licenciatura,colegio brasileiro pedro silvestre,0,afternoon shift,2010,0,0,0,0,1,aprender-preparatorio pre vestibular e reforço,2014,0,0,n/a,n/a,n/a,n/a,1,26,single,0
2450,Ciência da Computação,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
2527,Física - Licenciatura,Centro de Ensino Maria Angelim,-1,morning shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
2531,Engenharia Química,Centro Educacional Lato Sensu,1,afternoon shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
2681,Física - Licenciatura,e.e vasco vasques,0,morning shift,2018,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
2845,Física - Licenciatura,ESCOLA ESTADUAL FRANCISCO DAS CHAGAS DE SOUZA ALBUQUERQUE,0,morning shift,2015,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
2887,Física - Licenciatura,Colégio Dom Bosco,1,morning shift,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
2969,Física - Licenciatura,Colégio e Curso Roquette,1,full-time school,2010,1,1,1,0,1,Bradesco Seguros e Previdência,2011,2013,0,n/a,n/a,n/a,n/a,1,27,married,0
3334,Física - Licenciatura,Escola Estadual Solon de Lucena,0,afternoon shift,2016,1,1,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3336,Física - Bacharelado,escola estadual waldocke fricky de lyra,0,morning shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3358,Física - Licenciatura,COLÉGIO ADVENTISTA PAUL BERNARD,1,afternoon shift,2015,1,1,0,0,1,SEMED,2014,2015,0,n/a,n/a,n/a,n/a,0,22,single,0
3544,Matemática - Licenciatura Noturno,Escola Estadual São Jorge,0,morning shift,2006,1,0,1,1,1,Exército Brasileiro,2007,0,1,Licenciatura em Química,UFAM,2013,2014,1,31,married,1
3721,Ciência da Computação,Escola Estadual Deputado Josué Claúdio de Souza,0,morning shift,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3722,Física - Licenciatura,Escola Estadual Antonio Maurity Monteiro Coelho,0,night shift,2015,1,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,22,single,0
3723,Física - Licenciatura,Escola Estadual Solon de Lucena,0,afternoon shift,2017,1,0,1,1,1,Santo Remedio,2016,0,0,n/a,n/a,n/a,n/a,1,20,single,0
3724,Física - Licenciatura,Centro Educacional Berenice Martins,0,afternoon shift,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3725,Física - Licenciatura,Escola estadual deputado Josue Claudio de souza,0,morning shift,2016,1,1,1,1,1,UFAM,2014,2016,0,n/a,n/a,n/a,n/a,1,21,single,0
3726,Física - Licenciatura,escola estadual professor cleomenes do carmo chaves,0,afternoon shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3727,Física - Licenciatura,centro educacional berenice martins,0,night shift,2016,1,0,1,0,1,Hospital Santa Júlia,2015,2018,0,n/a,n/a,n/a,n/a,1,21,single,1
3728,Física - Licenciatura,Escola Estadual Professor José Bernardino Lindoso,0,afternoon shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3729,Física - Licenciatura,Instituto Batista Ida Nelson,1,morning shift,2011,1,0,1,1,1,Moto Honda da Amazônia,2013,0,1,ENGENHARIA MECÂNICA,UNIP,2011,0,1,26,single,0
3730,Física - Licenciatura,Escola Estadual Professor Francisco Albuquerque,0,afternoon shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3731,Física - Licenciatura,aldeia do conhecimento ,0,afternoon shift,2018,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,1,single,0
3733,Física - Licenciatura,Escola Estadual Maria Madalena Santana de Lima,0,morning shift,2015,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,23,single,0
3734,Física - Licenciatura,CMPM Aurea Pinheiro Braga,0,morning shift,2016,1,0,1,0,1,Bemol,2016,0,0,n/a,n/a,n/a,n/a,0,20,single,0
3735,Física - Licenciatura,Escola Estadual de 2 Grau Visconde de Souza Franco,0,morning shift,1978,0,0,0,1,1,Enel engenharia,1980,1981,1,"Engenharia de Produção, Odontologia",-1,1979,1983,1,59,married,0
3737,Física - Licenciatura,Escola Estadual Solon de Lucena,0,night shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,22,single,0
3738,Física - Licenciatura,Escola Estadual Doutor Isaac Sverner,0,afternoon shift,2015,1,1,1,0,0,n/a,n/a,n/a,1,Licenciatura em Física,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",2016,2018,1,21,single,1
3739,Física - Licenciatura,senador joao bosco,0,night shift,2013,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,24,single,1
3740,Física - Licenciatura,Escola Estadual Dr.Isaac Sverner,0,morning shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3792,Ciência da Computação,Escola Estadual Presidente Figueiredo,0,morning shift,2016,1,1,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3793,Física - Licenciatura,Instituto Federal do Amazonas- IFAM,-1,full-time school,2013,1,0,1,1,1,venttos eletronics,2013,2013,1,Tecnologia em automação Industrial,UNIP,2016,2018,1,25,single,0
