Id,couse name,high school name,shcool type,shift,graduation year,has a PC at home,share this PC with other people at home,Internet,previous experience of any computer language,worked or interned before the degree,company name,year started working,year stopped working,started other degree programmes,degree course,institution name,year started this degree,year stoped this degree,sex,age,civil status,have kids
3063,Ciência da Computação,aldeia do conhecimento prof ruth prestes,0,morning shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3064,Matemática - Bacharelado,SÃO GABRIEL DA CACHOEIRA,0,afternoon shift,2015,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,22,single,0
3065,Matemática - Bacharelado,escola estadual tempo integral professora lecita fonceca ramos,0,afternoon shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3066,Matemática - Licenciatura Diurno,Escola Estadual Dulcineia Varela Moura,0,morning shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3067,Matemática - Bacharelado,Escola Estadual Senador João Bosco Ramos de Lima,0,morning shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,19,single,0
3068,Matemática - Licenciatura Diurno,"IFAM - Campus Eirunepé - Instituto Federal de Educação, Ciência e Tecnologia do Amazonas",-1,full-time school,2016,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3069,Matemática - Bacharelado,IFAM- Campus Manaus Centro  ,-1,full-time school,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3070,Matemática - Licenciatura Diurno,COLÉGIO MILITAR DA POLICIA MILITAR,0,morning shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3071,Matemática - Licenciatura Diurno,IFAM - Campus Manaus Centro ,-1,full-time school,2018,0,0,0,0,1,Laboratório de Materiais de Construção do IFAM - Campus Manaus Centro,2016,2016,0,n/a,n/a,n/a,n/a,0,20,single,0
3072,Matemática - Licenciatura Diurno,Escola Estadual solon de Lucena,0,night shift,2016,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,23,single,0
3073,Matemática - Licenciatura Diurno,SEDUC AM,0,night shift,2016,1,0,1,0,1,FORÇA AEREA BRASILEIRA,1987,2016,1,ADMINISTRAÇÃO,UFAM,2004,2008,1,50,married,1
3255,Matemática - Licenciatura Diurno,Senador João Bosco,0,afternoon shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3258,Matemática - Licenciatura Diurno,Escola Estadual Frei Mário Monacelli,0,afternoon shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3259,Matemática - Licenciatura Diurno,Escola Técnica Federal do Amazonas,-1,morning shift,1993,1,1,1,0,1,CCE da Amazônia,1994,1996,1,EstatÍstica,UFAM,1998,2000,0,45,married,1
3260,Matemática - Bacharelado,Colegio Dom Bosco,1,morning shift,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,19,single,0
3399,Matemática - Licenciatura Diurno,escola estadual senador manoel severiano nunes,0,morning shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3400,Matemática - Licenciatura Diurno,Escola Estadual Nossa Senhora Das Graças,0,morning shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3401,Matemática - Bacharelado,Centro Educacional Governador Gilberto Mestrinho,0,afternoon shift,2017,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,18,single,0
3410,Matemática Aplicada,sdzrh,-1,full-time school,2018,1,0,1,0,1,agrsg,2001,0,1,asdgasdg,asgasdg,2002,0,0,1,widower,1
3478,Engenharia de Materiais,ESCOLA ESTADUAL PROFESSOR ANTENOR SARMENTO PESSOA,0,afternoon shift,2011,1,0,1,1,1,SUSAM,2013,2014,1,ENGENHARIA ELÉTRICA,UNINORTE,2013,0,1,25,single,0
3486,Matemática - Bacharelado,Senador Petrônio Portella,0,full-time school,2017,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3624,Ciência da Computação,afrtgqwer,1,afternoon shift,2018,1,0,1,0,1,sadfasdf,0,0,0,n/a,n/a,n/a,n/a,1,1,single,0
1222,Matemática - Licenciatura Noturno,centro educacional arthur virgilio filho,0,night shift,2014,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,23,married,0
1604,Matemática - Licenciatura Noturno,ifam,-1,full-time school,2014,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,24,single,0
1900,Matemática - Licenciatura Noturno,Escola Estadual Ensino Fundamental e Médio Onésima Pereira de Barros,0,night shift,1997,0,0,0,0,1,metal fino da amazonia,2011,2013,0,n/a,n/a,n/a,n/a,1,43,single,0
2170,Matemática - Licenciatura Noturno,Colégio DOm Pedro II,0,afternoon shift,2013,1,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,24,single,0
2184,Matemática - Licenciatura Noturno,Escola Estadual Dr. isaac sverner ,0,afternoon shift,2015,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
2362,Matemática - Licenciatura Noturno,Escola Estadual Professor Samuel Benchimol,0,afternoon shift,2014,0,0,0,0,1,Philco,2015,0,0,n/a,n/a,n/a,n/a,0,23,single,0
2363,Matemática - Licenciatura Noturno,Escola Técnica Federal do Amazonas,-1,afternoon shift,1999,1,0,1,1,1,Jabil,2010,2013,1,Engenharia Elétrica,UEA,2002,2011,1,39,single,0
2490,Matemática - Licenciatura Noturno,José Bernardino Lindoso,0,afternoon shift,2014,1,0,1,0,1,Samsung Eletronics da Amazônia,2014,2016,0,n/a,n/a,n/a,n/a,1,22,single,0
2497,Matemática - Licenciatura Noturno,escola estadual vasco vasques,0,morning shift,2008,1,0,1,0,1,Genio mat de construção,2012,0,0,n/a,n/a,n/a,n/a,1,28,married,1
2550,Matemática - Licenciatura Noturno,colegio militar da policia militar,0,morning shift,2015,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
2636,Engenharia de Software,gfgdgfg,-1,night shift,2017,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,36,widower,0
2643,Matemática - Licenciatura Noturno,E. E  Dr. Isaac Swerner,0,morning shift,2012,0,0,0,0,1,Eletromag,2012,2012,0,n/a,n/a,n/a,n/a,0,25,single,1
2947,Matemática - Licenciatura Noturno,Escola Estadual Dr. Isaac Sverner ,0,afternoon shift,2015,0,0,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,25,single,0
2960,Engenharia Elétrica,Fundação Nokia,-1,full-time school,2016,1,0,1,1,1,Amazonet,2017,0,0,n/a,n/a,n/a,n/a,1,20,single,0
3011,Matemática - Licenciatura Noturno,Instituto Professor Denizard Rivail,1,morning shift,2016,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3366,Matemática - Licenciatura Noturno,CEFET-AM / UNED,-1,morning shift,2006,1,0,1,0,1,Centro Educacional Lato Sensu,2012,0,1,Bacharelado em Matemática Aplicada,Ufam,2011,2015,0,33,single,0
3367,Matemática - Licenciatura Noturno,Escola Estadual Roderick Castelo Branco ,0,afternoon shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3368,Matemática - Licenciatura Noturno,Escola Estadual Aldeia do conhecimento Professora Ruth Prestes Gonçalves,0,night shift,2016,1,1,0,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3369,Matemática - Licenciatura Noturno,escola estadual gabrielle cogels,0,full-time school,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3370,Matemática - Licenciatura Noturno,colégio amazonense dom pedro II,-1,morning shift,1998,0,0,0,0,1,semed,1998,1999,1,matematica ,UFRRJ,2015,2016,1,39,single,0
3371,Matemática - Licenciatura Noturno,"Instituto Federal de Educação, Ciência e Tecnologia do Amazonas -  Campus Coari",-1,morning shift,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3372,Matemática - Licenciatura Noturno,Sebastiana Braga,0,morning shift,2016,0,0,0,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,1
3373,Matemática - Licenciatura Noturno,UFAM,0,morning shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3374,Matemática - Licenciatura Noturno,ESCOLA ESTADUAL NOSSA SENHORA DE NAZARE,0,night shift,2016,0,0,0,0,1,TRE-TRIBUNAL REGIONAL ELEITORAL,2016,2016,0,n/a,n/a,n/a,n/a,1,20,single,0
3375,Matemática - Licenciatura Noturno,Escola Estadual Dorval Porto,0,afternoon shift,2016,0,0,0,0,1,Diebold Procomp ,2015,2017,0,n/a,n/a,n/a,n/a,0,21,single,0
3376,Matemática - Licenciatura Noturno,Escola Estadual Maria Emília M. M. M. Raposo.,0,afternoon shift,2016,1,0,1,0,1,Cartório Eleitoral de Autazes (T.R.E),2015,2016,0,n/a,n/a,n/a,n/a,1,21,single,0
3377,Matemática - Licenciatura Noturno,UNED,0,morning shift,2006,1,0,1,1,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,29,single,0
3378,Matemática - Licenciatura Noturno,Escola Estadual Nossa Senhora Aparecida,0,afternoon shift,2016,1,1,1,0,1,SASMET ,2016,2017,0,n/a,n/a,n/a,n/a,1,21,single,0
3379,Matemática - Licenciatura Noturno,Instituto de Educação do Amazonas,0,full-time school,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3380,Matemática - Licenciatura Noturno,ifam ,-1,full-time school,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,21,single,0
3381,Ciência da Computação,Centro Educacional La Salle,1,afternoon shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,0,20,single,0
3383,Matemática - Licenciatura Noturno,ESCOLA ESTADUAL MARIA AMÉLIA DOS SANTOS,0,afternoon shift,2016,1,0,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,21,single,0
3384,Matemática - Licenciatura Noturno,Escola Estadualo Brigadeiro João Camarão Telles Ribeiro ,0,afternoon shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3385,Matemática - Licenciatura Noturno,escola estadual aldeia do conhecimento ,0,morning shift,2016,1,1,1,0,0,n/a,n/a,n/a,0,n/a,n/a,n/a,n/a,1,20,single,0
3386,Matemática - Licenciatura Noturno,Escola Estadual Olavo Bilac,0,night shift,2009,1,0,1,0,1,HSBC,2007,2009,0,n/a,n/a,n/a,n/a,1,28,single,0
